issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0339,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,350,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},status-conjectured,must-upgrade,high,\begin{conjecture}[Yangian bar generating function; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0340,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,366,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},status-conjectured,must-upgrade,high,(\ClaimStatusConjectured): a ``constant'' contribution (from the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0341,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,378,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},narrative-meta,must-upgrade,medium,\emph{Scope.}  Three data points do not uniquely determine the generating,Prune internal-project vocabulary from running prose,ALG-I
I0342,Complete Portraits,chapters/examples/genus_expansions.tex,,1203,386,\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},\section{\texorpdfstring{$\mathcal{W}$-algebra free energy and Higgs bundles}{$\mathcal{W}$-algebra free energy and Higgs bundles}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0343,Complete Portraits,chapters/examples/genus_expansions.tex,,1236,2854,\subsection{Koszul duality as duality of genera}\label{subsec:koszul-genera-duality},\subsection{Koszul duality as duality of genera}\label{subsec:koszul-genera-duality},narrative-meta,must-upgrade,medium,(\S\ref{sec:modular-koszul-programme}).,Prune internal-project vocabulary from running prose,ALG-I
I0209,Complete Portraits,chapters/examples/heisenberg_eisenstein.tex,,942,431,\subsection{Modular weight computations for each genus},\subsection{Modular weight computations for each genus},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0210,Complete Portraits,chapters/examples/kac_moody_framework.tex,,950,86,\subsection{Strategy for explicit computation},\subsection{Strategy for explicit computation},narrative-meta,must-upgrade,medium,"The computation proceeds through four stages: identify generators and conformal weights, compute OPEs via multi-residues on configuration spaces, extract quadratic relations from OPE associativity, and verify bar-cobar q",Prune internal-project vocabulary from running prose,ALG-I
I0211,Complete Portraits,chapters/examples/kac_moody_framework.tex,,964,987,\subsection{Drinfeld--Sokolov reduction},\subsection{Drinfeld--Sokolov reduction},status-conjectured,must-upgrade,high,(\ClaimStatusConjectured): geometric Langlands considerations indicate this,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0212,Complete Portraits,chapters/examples/kac_moody_framework.tex,,964,1000,\subsection{Drinfeld--Sokolov reduction},\subsection{Drinfeld--Sokolov reduction},status-conjectured,must-upgrade,high,"The principal case of Theorem~\ref{thm:w-algebra-koszul} is a manifestation of geometric Langlands duality: the exchange $\mathfrak{g} \leftrightarrow \mathfrak{g}^\vee$ of Langlands dual Lie algebras carries the principal nilpotent $f_{\mathrm{prin}}$ to its dual $f^\vee_{\mathrm{prin}}$, and the corresponding W-algebras --- quantum deformations of the Slodowy slices $\mathcal{S}_f$ and $\mathcal{S}_{f^\vee}$ --- are interchanged by Koszul duality.  That the bar-cobar adjunction produces the Langlands dual at critical level motivates a programme-level conjectural direction (\ClaimStatusConjectured): the chiral bar complex could provide a constructive approach to the geometric Langlands correspondence, building the dual D-modules on $\mathrm{Bun}_G$ from configuration space data on the curve (see \S\ref{sec:km-conformal-blocks} for the conformal block interpretation).","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0213,Complete Portraits,chapters/examples/kac_moody_framework.tex,,968,1134,\subsection{Holographic duality},\subsection{Holographic duality},status-conjectured,must-upgrade,high,\begin{conjecture}[Kac--Moody in holography; \ClaimStatusConjectured]\label{conj:km-holography},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0214,Complete Portraits,chapters/examples/kac_moody_framework.tex,,968,1152,\subsection{Holographic duality},\subsection{Holographic duality},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0215,Complete Portraits,chapters/examples/kac_moody_framework.tex,,968,1162,\subsection{Holographic duality},\subsection{Holographic duality},narrative-meta,must-upgrade,medium,string-theoretic input beyond the scope of this monograph.  The,Prune internal-project vocabulary from running prose,ALG-I
I0216,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2673,\section{Research programmes},\section{Research programmes},meta-heading,must-upgrade,critical,\section{Research programmes},Remove research-programme block from example chapter,ALG-D
I0217,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2675,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},meta-heading,must-upgrade,critical,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},Retitle or relocate heading outside theorematic flow,ALG-A
I0218,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2682,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},status-conjectured,must-upgrade,high,(\ClaimStatusConjectured) to the Kazhdan--Lusztig,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0219,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2685,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},narrative-meta,must-upgrade,medium,\begin{remark}[Programme: KL equivalence from bar-cobar]%,Prune internal-project vocabulary from running prose,ALG-I
I0220,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2693,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:kl-periodic-cdg},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0221,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2706,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:kl-coderived},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0222,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2736,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:kl-braided},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0223,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2796,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},narrative-meta,must-upgrade,medium,This programme would give a \emph{geometric} proof of,Prune internal-project vocabulary from running prose,ALG-I
I0224,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2837,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},status-conjectured,must-upgrade,high,(\ClaimStatusConjectured): the CDG periodicity,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0225,Complete Portraits,chapters/examples/kac_moody_framework.tex,,988,2868,\subsection{Kazhdan--Lusztig programme from bar-cobar duality},\subsection{Kazhdan--Lusztig programme from bar-cobar duality},narrative-meta,must-upgrade,medium,constitutes the monoidal component of the KL programme.,Prune internal-project vocabulary from running prose,ALG-I
I0226,Complete Portraits,chapters/examples/kac_moody_framework.tex,,992,3051,\subsection{The oper space at critical level: summary},\subsection{The oper space at critical level: summary},narrative-meta,must-upgrade,medium,"structure, and the Kazhdan--Lusztig programme, is developed in",Prune internal-project vocabulary from running prose,ALG-I
I0227,Complete Portraits,chapters/examples/kac_moody_framework.tex,,992,3106,\subsection{Fusion monoidality for Kac--Moody modules},\subsection{Fusion monoidality for Kac--Moody modules},narrative-meta,must-upgrade,medium,conjecture and its relation to the Kazhdan--Lusztig programme,Prune internal-project vocabulary from running prose,ALG-I
I0228,Complete Portraits,chapters/examples/kac_moody_framework.tex,,993,3109,\section{Open questions},\section{Open questions},meta-heading,must-upgrade,critical,\section{Open questions},Retitle or relocate heading outside theorematic flow,ALG-A
I0166,Complete Portraits,chapters/examples/lattice_foundations.tex,,825,2387,\subsection{Explicit specializations},\subsection{Explicit specializations},narrative-meta,must-upgrade,medium,"(cf.\ Remark~\ref{rem:lattice:qg-programme}, Route~A).",Prune internal-project vocabulary from running prose,ALG-I
I0167,Complete Portraits,chapters/examples/lattice_foundations.tex,,833,2696,\subsection{Deformed Frenkel--Kac--Segal and quantum groups},\subsection{Deformed Frenkel--Kac--Segal and quantum groups},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0168,Complete Portraits,chapters/examples/lattice_foundations.tex,,833,2804,\subsection{Deformed Frenkel--Kac--Segal and quantum groups},\subsection{Deformed Frenkel--Kac--Segal and quantum groups},narrative-meta,must-upgrade,medium,\begin{remark}[Quantum group identification programme],Prune internal-project vocabulary from running prose,ALG-I
I0169,Complete Portraits,chapters/examples/lattice_foundations.tex,,833,2868,\subsection{Deformed Frenkel--Kac--Segal and quantum groups},\subsection{Deformed Frenkel--Kac--Segal and quantum groups},narrative-meta,must-upgrade,medium,"programme, while the $N$-periodic representation theory of the quantum",Prune internal-project vocabulary from running prose,ALG-I
I0170,Complete Portraits,chapters/examples/lattice_foundations.tex,,833,2887,\subsection{Deformed Frenkel--Kac--Segal and quantum groups},\subsection{Deformed Frenkel--Kac--Segal and quantum groups},narrative-meta,must-upgrade,medium,Remark~\ref{rem:lattice:qg-programme}: match the logarithmic,Prune internal-project vocabulary from running prose,ALG-I
I0171,Complete Portraits,chapters/examples/lattice_foundations.tex,,836,3015,\subsection{Master table of $\Eone$ examples},\subsection{Master table of $\Eone$ examples},narrative-meta,must-upgrade,medium,connected to the MC4 programme,Prune internal-project vocabulary from running prose,ALG-I
I0172,Complete Portraits,chapters/examples/lattice_foundations.tex,,839,3357,\subsection{Factorization DK for lattice algebras},\subsection{Factorization DK for lattice algebras},narrative-meta,must-upgrade,medium,\begin{remark}[The factorization DK programme from lattices],Prune internal-project vocabulary from running prose,ALG-I
I0173,Complete Portraits,chapters/examples/lattice_foundations.tex,,839,3367,\subsection{Factorization DK for lattice algebras},\subsection{Factorization DK for lattice algebras},narrative-meta,must-upgrade,medium,The relationship to the Yangian DK programme,Prune internal-project vocabulary from running prose,ALG-I
I0174,Complete Portraits,chapters/examples/lattice_foundations.tex,,844,3878,\subsection{Bridge to the Yangian DK programme},\subsection{Bridge to the Yangian DK programme},meta-heading,must-upgrade,critical,\subsection{Bridge to the Yangian DK programme},Retitle or relocate heading outside theorematic flow,ALG-A
I0175,Complete Portraits,chapters/examples/lattice_foundations.tex,,844,3881,\subsection{Bridge to the Yangian DK programme},\subsection{Bridge to the Yangian DK programme},narrative-meta,must-upgrade,medium,"programme (MC3, Conjecture~\ref{conj:master-dk-kl}) through",Prune internal-project vocabulary from running prose,ALG-I
I0176,Complete Portraits,chapters/examples/lattice_foundations.tex,,844,3935,\subsection{Bridge to the Yangian DK programme},\subsection{Bridge to the Yangian DK programme},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0177,Complete Portraits,chapters/examples/lattice_foundations.tex,,844,3989,\subsection{Bridge to the Yangian DK programme},\subsection{Bridge to the Yangian DK programme},narrative-meta,must-upgrade,medium,"falls outside its direct scope, but the KL equivalence provides",Prune internal-project vocabulary from running prose,ALG-I
I0178,Complete Portraits,chapters/examples/lattice_foundations.tex,,844,4008,\subsection{Bridge to the Yangian DK programme},\subsection{Bridge to the Yangian DK programme},narrative-meta,must-upgrade,medium,The three-route programme for the identification is described in,Prune internal-project vocabulary from running prose,ALG-I
